0.7035326957702637;31973
0.6943387985229492;241296
0.6824171543121338;830669
0.6374912261962891;2002831
0.7019922733306885;3815969
0.6508069038391113;6869956
0.7075674533843994;10613556
0.7192420959472656;15491543
0.8012135028839111;23868155
0.7616655826568604;31605471
0.8917868137359619;31973
0.7516577243804932;241296
0.7396993637084961;830669
0.7631385326385498;2002831
0.7622702121734619;3815969
0.7523987293243408;6869956
0.7317788600921631;10613556
0.7792484760284424;15491543
0.7252163887023926;23868155
0.7803084850311279;31605471
;File not found
;File not found
;File not found
;File not found
;File not found
;File not found
;File not found
;File not found
;File not found
;File not found
1.5027730464935303;Error
;Exception
;Exception
;Exception
;Exception
;Exception
;Exception
;Exception
;Exception
0.3257417678833008;Error
0.0793604850769043;Error
0.07961559295654297;Error
0.07975149154663086;Error
0.0782170295715332;Error
0.0810084342956543;Error
0.10164999961853027;Error
0.08173036575317383;Error
0.0836343765258789;Error
0.0807657241821289;Error
0.07381010055541992;Error
5.443233013153076;43395
0.6116442680358887;364433
0.612640380859375;1283484
0.6266696453094482;2930907
0.6731481552124023;5366800
0.6320202350616455;9862755
0.6267287731170654;15297686
0.6656954288482666;22355537
0.6943988800048828;34077337
0.6729261875152588;47373406
1.357851266860962;34882
1.3173766136169434;305211
1.3355939388275146;975744
1.4687721729278564;2199004
1.3348910808563232;4319154
1.3318817615509033;8301188
1.4027245044708252;12595172
1.7018299102783203;17860139
1.0574204921722412;27648275
1.1135683059692383;37451858
153933
1.2712678909301758;34882
1.293189525604248;305211
1.2732429504394531;975744
1.314103126525879;2199004
1.6176121234893799;4319154
1.3153185844421387;8301188
1.337015151977539;12595172
1.6652050018310547;17860139
1.064439058303833;27648275
1.098116159439087;37451858
151892
0.5630390644073486;31973
0.5560030937194824;241296
0.5100822448730469;830669
0.4940476417541504;2002831
0.5551307201385498;3815969
0.6043930053710938;6869956
0.5999243259429932;10613556
0.613839864730835;15491543
0.5396456718444824;23868155
0.6026272773742676;31605471
151892
0.5793967247009277;31973
0.5619373321533203;241296
0.5542888641357422;830669
0.5198440551757812;2002831
0.505878210067749;3815969
0.6091375350952148;6869956
0.5305452346801758;10613556
0.588158130645752;15491543
0.5880796909332275;23868155
0.5844364166259766;31605471
151892
5.283596754074097;Error
10.235534191131592;Error
15.246782779693604;Error
151892
5.532879590988159;31973
10.5314359664917;241296
15.535479068756104;830669
20.547821283340454;2002831
25.567219734191895;3815969
30.585445165634155;6869956
35.60610222816467;10613556
40.58207964897156;15491543
45.57558560371399;Error
